shipment_id,origin_country,destination_country,transport_mode,product_type,ship_date,delivery_date,weight_kg,cost_usd,delay_days,status
5512,China,Chile,Marítimo,Alimentos,2025-07-31,2025-08-19,13059.88,22646.01,6,Retrasado
5513,Brasil,Ecuador,Aéreo,Textil,2025-11-12,2025-12-19,7168.44,11874.98,3,A tiempo
5514,Colombia,Colombia,Marítimo,Alimentos,2025-03-12,2025-04-10,2409.83,1766.47,1,A tiempo
5515,España,Colombia,Terrestre,Electrónica,2025-10-05,2025-11-13,14219.68,21338.01,0,A tiempo
5516,Perú,Colombia,Aéreo,Químicos,2025-11-16,2025-12-16,18926.1,10752.72,3,A tiempo
5517,México,México,Aéreo,Alimentos,2025-01-16,2025-01-22,1743.33,1860.29,4,Retrasado
5518,España,Colombia,Terrestre,Químicos,2025-06-02,2025-06-24,5141.65,10544.43,2,A tiempo
5519,Colombia,Chile,Terrestre,Alimentos,2025-05-07,2025-05-29,1895.21,1854.49,1,A tiempo
5520,Alemania,Chile,Terrestre,Textil,2025-01-09,2025-01-29,5900.96,5840.85,1,A tiempo
5521,Perú,Ecuador,Marítimo,Electrónica,2025-10-10,2025-10-26,6496.37,9476.78,0,A tiempo
5522,España,Colombia,Terrestre,Maquinaria,2025-11-17,2025-12-24,6351.37,11829.85,0,A tiempo
5523,China,Colombia,Marítimo,Maquinaria,2025-10-07,2025-10-26,14336.22,18203.12,0,A tiempo
5524,Perú,Colombia,Aéreo,Electrónica,2025-09-22,2025-10-12,13771.23,26921.7,0,A tiempo
5525,México,Chile,Marítimo,Electrónica,2025-05-10,2025-06-18,2958.99,5198.85,3,A tiempo
5526,México,Chile,Aéreo,Alimentos,2025-03-31,2025-04-11,8092.03,17603.73,6,Retrasado
5527,China,Colombia,Aéreo,Químicos,2025-07-01,2025-08-02,12073.89,25932.45,0,A tiempo
5528,China,Ecuador,Terrestre,Electrónica,2025-02-06,2025-03-15,1440.93,1201.63,0,A tiempo
5529,Perú,Ecuador,Marítimo,Químicos,2025-08-22,2025-09-01,11866.62,15667.29,0,A tiempo
5530,Colombia,Chile,Aéreo,Maquinaria,2025-08-11,2025-08-15,18311.09,42131.98,0,A tiempo
5531,USA,México,Aéreo,Maquinaria,2025-11-26,2025-12-25,16040.28,37401.93,7,Retrasado
5532,China,Colombia,Marítimo,Electrónica,2025-11-27,2025-12-03,8391.15,8165.8,8,Retrasado
5533,Brasil,Chile,Aéreo,Alimentos,2025-12-19,2025-12-21,11136.54,21493.24,2,A tiempo
5534,USA,Colombia,Marítimo,Electrónica,2025-01-25,2025-01-29,12737.11,15677.21,0,A tiempo
5535,Perú,Chile,Marítimo,Textil,2025-09-22,2025-10-18,8933.51,12975.02,1,A tiempo
5536,México,Chile,Aéreo,Químicos,2025-04-25,2025-05-18,4895.64,3043.03,9,Retrasado
5537,Colombia,Perú,Marítimo,Alimentos,2025-09-24,2025-10-09,8329.28,13975.92,4,Retrasado
5538,Perú,México,Terrestre,Alimentos,2025-07-24,2025-08-10,14144.2,25682.49,7,Retrasado
5539,China,Chile,Terrestre,Alimentos,2025-12-25,2026-01-30,16195.04,28523.05,2,A tiempo
5540,Perú,Perú,Marítimo,Alimentos,2025-06-22,2025-06-23,17586.5,37069.82,0,A tiempo
5541,Alemania,Chile,Aéreo,Alimentos,2025-02-13,2025-03-03,4624.81,8010.43,2,A tiempo
5542,China,Perú,Aéreo,Textil,2025-08-18,2025-09-07,168.5,343.96,5,Retrasado
5543,Alemania,Perú,Terrestre,Alimentos,2025-06-10,2025-07-15,18357.75,16775.43,0,A tiempo
5544,USA,México,Marítimo,Maquinaria,2025-05-02,2025-05-25,16850.03,13986.37,0,A tiempo
5545,España,Colombia,Terrestre,Maquinaria,2025-08-09,2025-09-17,6745.14,14825.88,0,A tiempo
5546,Colombia,Colombia,Terrestre,Químicos,2025-11-06,2025-11-17,10789.66,22543.22,1,A tiempo
5547,México,Perú,Marítimo,Electrónica,2025-03-30,2025-04-11,13752.41,7591.42,5,Retrasado
5548,USA,Chile,Aéreo,Químicos,2025-09-04,2025-09-20,16485.24,16742.22,0,A tiempo
5549,España,México,Aéreo,Maquinaria,2025-09-26,2025-10-07,19545.53,17351.51,7,Retrasado
5550,China,México,Marítimo,Textil,2025-12-18,2025-12-19,6239.51,12395.65,0,A tiempo
5551,China,México,Aéreo,Electrónica,2025-03-21,2025-04-09,9339.95,5710.86,0,A tiempo
5552,USA,Chile,Marítimo,Textil,2025-07-07,2025-07-23,1912.53,1660.46,2,A tiempo
5553,Alemania,Colombia,Aéreo,Textil,2025-09-13,2025-09-14,18773.12,46055.78,0,A tiempo
5554,USA,México,Marítimo,Electrónica,2025-01-18,2025-02-04,16835.72,10212.75,2,A tiempo
5555,México,Colombia,Aéreo,Maquinaria,2025-11-14,2025-11-23,8815.68,5897.4,3,A tiempo
5556,Alemania,Colombia,Terrestre,Alimentos,2025-05-05,2025-05-28,11128.73,23982.02,0,A tiempo
5557,Colombia,Chile,Aéreo,Químicos,2025-09-04,2025-09-19,7917.41,10674.73,6,Retrasado
5558,Alemania,Ecuador,Aéreo,Maquinaria,2025-05-28,2025-06-04,5737.88,10938.94,1,A tiempo
5559,China,Colombia,Marítimo,Textil,2025-11-24,2025-12-12,358.27,228.38,3,A tiempo
5560,China,México,Terrestre,Maquinaria,2025-10-22,2025-10-25,2438.18,5553.75,0,A tiempo
5561,Alemania,Chile,Terrestre,Maquinaria,2025-06-20,2025-07-12,4989.45,8532.92,0,A tiempo
5562,España,Chile,Aéreo,Químicos,2025-12-13,2025-12-19,14111.6,23567.12,5,Retrasado
5563,China,Chile,Marítimo,Maquinaria,2025-10-08,2025-11-05,11667.65,28407.91,7,Retrasado
5564,Perú,México,Aéreo,Textil,2025-06-07,2025-06-09,19937.12,10780.04,1,A tiempo
5565,Perú,Perú,Marítimo,Alimentos,2025-11-20,2025-11-22,13576.8,31575.57,2,A tiempo
5566,España,Chile,Terrestre,Químicos,2025-07-13,2025-08-19,9993.59,19823.06,0,A tiempo
5567,Colombia,Colombia,Aéreo,Electrónica,2025-07-24,2025-08-18,2620.79,3776.08,2,A tiempo
5568,Perú,Chile,Marítimo,Electrónica,2025-02-10,2025-02-20,595.14,365.78,0,A tiempo
5569,USA,Perú,Marítimo,Maquinaria,2025-11-23,2025-12-03,6705.4,12822.78,4,Retrasado
5570,Perú,Colombia,Aéreo,Maquinaria,2025-05-24,2025-06-30,12681.69,14093.78,0,A tiempo
5571,México,Colombia,Terrestre,Maquinaria,2025-06-25,2025-07-31,4078.92,2148.91,0,A tiempo
5572,Alemania,Colombia,Marítimo,Químicos,2025-12-27,2026-01-28,12548.27,14560.15,4,Retrasado
5573,Brasil,Chile,Marítimo,Maquinaria,2025-10-29,2025-11-15,12427.91,10980.92,0,A tiempo
5574,Perú,Chile,Aéreo,Maquinaria,2025-02-12,2025-03-13,4353.83,3853.32,3,A tiempo
5575,China,Colombia,Marítimo,Electrónica,2025-10-10,2025-11-11,14497.15,20555.13,7,Retrasado
5576,China,Perú,Marítimo,Electrónica,2025-03-27,2025-04-18,8071.98,7007.62,0,A tiempo
5577,USA,Ecuador,Terrestre,Químicos,2025-03-02,2025-04-09,11570.95,14756.75,10,Retrasado
5578,USA,Colombia,Terrestre,Químicos,2025-10-27,2025-12-01,3565.74,7274.92,4,Retrasado
5579,Alemania,Perú,Marítimo,Alimentos,2025-07-16,2025-08-21,5134.69,10098.93,0,A tiempo
5580,Brasil,Perú,Aéreo,Maquinaria,2025-06-22,2025-07-05,6049.11,3978.14,0,A tiempo
5581,México,Perú,Terrestre,Alimentos,2025-02-09,2025-03-02,14944.32,12841.51,1,A tiempo
5582,Colombia,Colombia,Terrestre,Electrónica,2025-02-04,2025-03-01,16072.18,36957.72,0,A tiempo
5583,México,Colombia,Terrestre,Alimentos,2025-05-27,2025-06-10,693.6,1535.24,0,A tiempo
5584,Perú,Ecuador,Terrestre,Químicos,2025-12-10,2026-01-08,17374.58,15675.22,3,A tiempo
5585,México,Perú,Aéreo,Electrónica,2025-03-22,2025-04-15,15347.76,29266.26,0,A tiempo
5586,Brasil,Chile,Marítimo,Electrónica,2025-09-21,2025-10-18,12308.73,12262.76,0,A tiempo
5587,Brasil,México,Aéreo,Textil,2025-07-15,2025-08-22,9568.07,23566.81,3,A tiempo
5588,Brasil,México,Terrestre,Electrónica,2025-07-21,2025-08-10,6402.44,10196.3,0,A tiempo
5589,Perú,Perú,Marítimo,Alimentos,2025-12-14,2026-01-03,2499.71,2355.88,2,A tiempo
5590,Colombia,México,Terrestre,Textil,2025-11-10,2025-11-23,13815.6,20871.96,4,Retrasado
5591,USA,México,Marítimo,Electrónica,2025-11-07,2025-12-14,1831.75,3775.28,0,A tiempo
5592,Colombia,Colombia,Aéreo,Alimentos,2025-01-19,2025-02-23,9130.58,9231.17,5,Retrasado
5593,México,Colombia,Marítimo,Maquinaria,2025-12-27,2026-01-30,1890.18,3114.13,0,A tiempo
5594,USA,Ecuador,Marítimo,Químicos,2025-12-11,2025-12-31,9083.25,18881.96,0,A tiempo
5595,Colombia,Perú,Marítimo,Maquinaria,2025-02-09,2025-03-02,5190.35,3440.67,0,A tiempo
5596,España,México,Aéreo,Textil,2025-07-20,2025-07-23,18928.09,28767.59,1,A tiempo
5597,España,Colombia,Aéreo,Alimentos,2025-01-10,2025-02-07,6305.89,8125.38,1,A tiempo
5598,Brasil,México,Aéreo,Electrónica,2025-02-08,2025-02-10,1963.56,1674.75,3,A tiempo
5599,Colombia,México,Aéreo,Textil,2025-11-13,2025-12-16,2548.75,3967.65,8,Retrasado
5600,USA,Chile,Marítimo,Químicos,2025-01-16,2025-01-22,8649.81,8412.76,5,Retrasado
5601,USA,Perú,Terrestre,Alimentos,2025-04-05,2025-04-26,19504.17,40133.46,4,Retrasado
5602,México,Colombia,Aéreo,Alimentos,2025-06-29,2025-07-19,18514.69,42569.87,0,A tiempo
5603,China,Colombia,Aéreo,Químicos,2025-04-06,2025-04-19,2584.0,2708.16,0,A tiempo
5604,China,Chile,Aéreo,Químicos,2025-12-07,2026-01-09,2300.51,2180.17,6,Retrasado
5605,Brasil,Colombia,Aéreo,Maquinaria,2025-04-29,2025-05-01,19033.24,16675.28,0,A tiempo
5606,Colombia,Chile,Aéreo,Electrónica,2025-09-18,2025-10-14,11278.79,22663.44,10,Retrasado
5607,Perú,Perú,Terrestre,Electrónica,2025-10-10,2025-11-02,17978.6,12833.2,7,Retrasado
5608,Brasil,Ecuador,Aéreo,Textil,2025-01-18,2025-02-23,13846.86,32533.11,9,Retrasado
5609,USA,México,Aéreo,Electrónica,2025-05-21,2025-05-24,12775.7,6895.75,4,Retrasado
5610,Colombia,Ecuador,Marítimo,Alimentos,2025-03-13,2025-04-07,11929.99,15255.29,0,A tiempo
5611,Brasil,Chile,Terrestre,Electrónica,2025-04-04,2025-04-16,18210.24,41299.81,0,A tiempo
5612,Brasil,México,Marítimo,Electrónica,2025-05-31,2025-06-05,9952.78,14557.23,0,A tiempo
5613,Perú,México,Aéreo,Electrónica,2025-01-21,2025-02-05,6876.71,6761.38,0,A tiempo
5614,USA,Perú,Terrestre,Textil,2025-08-12,2025-09-16,8799.06,14309.22,0,A tiempo
5615,Perú,México,Marítimo,Alimentos,2025-03-11,2025-04-12,1896.99,2652.75,4,Retrasado
5616,Perú,México,Marítimo,Químicos,2025-01-31,2025-02-25,7278.55,7204.32,1,A tiempo
5617,USA,Chile,Terrestre,Químicos,2025-06-12,2025-07-10,12967.81,23461.2,2,A tiempo
5618,Brasil,Chile,Aéreo,Alimentos,2025-05-05,2025-05-08,18191.71,35681.15,0,A tiempo
5619,Alemania,Chile,Terrestre,Maquinaria,2025-12-22,2026-01-29,18262.1,17651.02,4,Retrasado
5620,México,México,Marítimo,Electrónica,2025-10-20,2025-11-26,663.62,1412.23,5,Retrasado
5621,Alemania,Perú,Aéreo,Maquinaria,2025-04-09,2025-04-16,19557.85,39512.9,0,A tiempo
5622,Brasil,Chile,Marítimo,Electrónica,2025-08-04,2025-08-22,554.47,534.88,1,A tiempo
5623,España,México,Aéreo,Maquinaria,2025-07-15,2025-07-30,8679.85,9005.58,0,A tiempo
5624,Colombia,Chile,Aéreo,Alimentos,2025-03-09,2025-04-05,5006.32,11917.57,5,Retrasado
5625,México,Perú,Marítimo,Textil,2025-10-07,2025-11-08,18414.86,35966.89,0,A tiempo
5626,Perú,México,Terrestre,Textil,2025-09-13,2025-10-12,7761.3,16239.65,0,A tiempo
5627,Alemania,Chile,Terrestre,Químicos,2025-02-16,2025-03-02,12520.4,15786.99,5,Retrasado
5628,Perú,Perú,Terrestre,Maquinaria,2025-09-22,2025-09-25,8848.68,7201.23,5,Retrasado
5629,Perú,Chile,Terrestre,Químicos,2025-08-18,2025-09-05,18626.76,34587.3,3,A tiempo
5630,España,Ecuador,Marítimo,Electrónica,2025-01-04,2025-01-11,6202.8,10662.14,0,A tiempo
5631,China,México,Aéreo,Químicos,2025-01-19,2025-01-21,18513.15,34257.41,0,A tiempo
5632,Brasil,Colombia,Aéreo,Maquinaria,2025-07-19,2025-08-21,11099.54,6452.48,6,Retrasado
5633,España,México,Terrestre,Maquinaria,2025-02-03,2025-02-11,15729.76,12556.2,5,Retrasado
5634,China,Ecuador,Terrestre,Maquinaria,2025-08-10,2025-08-18,15346.43,24855.87,2,A tiempo
5635,Brasil,Colombia,Marítimo,Electrónica,2025-03-05,2025-03-06,9610.24,9883.54,0,A tiempo
5636,Perú,Colombia,Marítimo,Químicos,2025-09-08,2025-10-06,3929.71,5957.45,6,Retrasado
5637,Alemania,Chile,Aéreo,Químicos,2025-05-15,2025-05-19,4273.93,9595.54,7,Retrasado
5638,Colombia,Colombia,Marítimo,Químicos,2025-09-28,2025-10-27,17893.01,21676.54,0,A tiempo
5639,Perú,México,Marítimo,Químicos,2025-03-11,2025-03-17,10663.21,14239.63,0,A tiempo
5640,Colombia,Perú,Marítimo,Químicos,2025-08-27,2025-09-04,19937.15,13374.14,8,Retrasado
5641,Perú,Ecuador,Marítimo,Alimentos,2025-12-21,2026-01-06,7222.21,14527.83,0,A tiempo
5642,China,Chile,Aéreo,Alimentos,2025-06-28,2025-07-03,806.37,1958.22,4,Retrasado
5643,México,Perú,Marítimo,Químicos,2025-04-12,2025-05-16,3461.48,4153.21,0,A tiempo
5644,Perú,Colombia,Terrestre,Maquinaria,2025-04-25,2025-05-02,6190.77,3535.92,0,A tiempo
5645,España,Chile,Marítimo,Textil,2025-03-11,2025-03-29,17337.01,8893.88,0,A tiempo
5646,México,Chile,Marítimo,Textil,2025-07-29,2025-08-09,531.64,570.03,1,A tiempo
5647,China,Ecuador,Marítimo,Alimentos,2025-07-07,2025-07-08,1442.48,2598.81,2,A tiempo
5648,España,Ecuador,Aéreo,Electrónica,2025-07-20,2025-08-01,13138.52,31463.13,8,Retrasado
5649,Perú,Chile,Aéreo,Electrónica,2025-09-07,2025-09-14,3198.65,2735.25,1,A tiempo
5650,Brasil,Chile,Aéreo,Alimentos,2025-01-07,2025-01-13,19717.04,22606.69,0,A tiempo
5651,China,Colombia,Terrestre,Maquinaria,2025-02-15,2025-03-08,15747.59,13786.03,0,A tiempo
5652,China,Colombia,Marítimo,Electrónica,2025-03-19,2025-04-26,2632.72,5244.89,0,A tiempo
5653,España,México,Terrestre,Maquinaria,2025-01-03,2025-01-22,19525.3,45793.75,8,Retrasado
5654,Alemania,Chile,Aéreo,Químicos,2025-03-09,2025-04-09,11437.82,16046.81,0,A tiempo
5655,México,Colombia,Terrestre,Alimentos,2025-11-05,2025-12-01,18777.28,40432.13,0,A tiempo
5656,Colombia,Ecuador,Aéreo,Textil,2025-08-26,2025-09-27,16070.69,26998.61,7,Retrasado
5657,Brasil,México,Marítimo,Alimentos,2025-02-28,2025-04-03,17437.29,19314.81,0,A tiempo
5658,Perú,Perú,Aéreo,Químicos,2025-01-14,2025-01-24,3181.52,4445.72,4,Retrasado
5659,Alemania,México,Terrestre,Electrónica,2025-04-02,2025-04-19,18643.44,41049.85,5,Retrasado
5660,Colombia,Ecuador,Terrestre,Químicos,2025-09-18,2025-10-04,14512.58,9955.11,4,Retrasado
5661,Colombia,Chile,Marítimo,Químicos,2025-06-12,2025-07-16,19286.23,25465.45,0,A tiempo
5662,USA,Perú,Marítimo,Maquinaria,2025-07-15,2025-08-22,19821.25,20483.19,4,Retrasado
5663,Perú,México,Terrestre,Maquinaria,2025-07-15,2025-07-16,4291.6,3131.62,3,A tiempo
5664,USA,Colombia,Marítimo,Textil,2025-03-27,2025-04-02,15245.91,22824.92,5,Retrasado
5665,China,Chile,Aéreo,Electrónica,2025-03-03,2025-03-07,600.64,996.58,3,A tiempo
5666,China,Chile,Marítimo,Textil,2025-02-27,2025-03-06,6782.98,11641.24,7,Retrasado
5667,USA,México,Marítimo,Textil,2025-12-18,2025-12-24,13318.75,8541.34,0,A tiempo
5668,España,Perú,Marítimo,Maquinaria,2025-12-09,2025-12-11,14799.68,17243.72,3,A tiempo
5669,Alemania,Perú,Terrestre,Textil,2025-09-30,2025-10-30,12133.62,29268.29,1,A tiempo
5670,Perú,Colombia,Terrestre,Textil,2025-08-25,2025-09-03,8334.27,4434.92,6,Retrasado
5671,Brasil,Ecuador,Aéreo,Maquinaria,2025-03-24,2025-03-31,16499.54,29723.04,3,A tiempo
5672,Alemania,Ecuador,Aéreo,Químicos,2025-02-12,2025-03-19,3057.74,5716.41,3,A tiempo
5673,Perú,Colombia,Terrestre,Químicos,2025-12-08,2025-12-09,11854.63,12129.42,1,A tiempo
5674,Colombia,Perú,Marítimo,Maquinaria,2025-04-13,2025-05-13,6892.81,7732.14,4,Retrasado
5675,Colombia,Colombia,Marítimo,Alimentos,2025-03-11,2025-04-10,7594.96,16300.82,6,Retrasado
5676,Alemania,México,Aéreo,Químicos,2025-12-04,2025-12-12,9073.65,6395.33,0,A tiempo
5677,China,Chile,Aéreo,Electrónica,2025-02-27,2025-04-06,13951.53,30299.16,4,Retrasado
5678,Colombia,México,Terrestre,Maquinaria,2025-04-19,2025-05-01,3568.08,2806.88,7,Retrasado
5679,Alemania,México,Terrestre,Alimentos,2025-03-07,2025-03-09,4433.8,9834.38,2,A tiempo
5680,USA,Perú,Marítimo,Textil,2025-01-06,2025-01-08,12565.34,11076.21,4,Retrasado
5681,España,Chile,Terrestre,Textil,2025-03-09,2025-03-14,15916.55,19467.39,11,Retrasado
5682,España,Ecuador,Aéreo,Maquinaria,2025-06-15,2025-07-22,13703.75,32132.78,0,A tiempo
5683,Brasil,Perú,Marítimo,Textil,2025-07-13,2025-08-20,18113.17,34165.9,0,A tiempo
5684,Perú,Perú,Marítimo,Maquinaria,2025-03-03,2025-03-21,3462.08,8615.05,2,A tiempo
5685,Perú,México,Aéreo,Electrónica,2025-09-19,2025-09-21,18104.39,44887.33,6,Retrasado
5686,Perú,Chile,Marítimo,Textil,2025-07-15,2025-08-23,2707.09,4930.65,0,A tiempo
5687,Perú,México,Aéreo,Electrónica,2025-08-08,2025-08-14,1669.43,2785.94,0,A tiempo
5688,Alemania,México,Marítimo,Maquinaria,2025-04-27,2025-04-29,4459.21,10836.3,8,Retrasado
5689,México,Chile,Terrestre,Textil,2025-03-14,2025-03-20,16932.61,17976.0,0,A tiempo
5690,Brasil,Perú,Aéreo,Químicos,2025-10-18,2025-10-25,2156.91,3530.69,12,Retrasado
5691,Perú,Ecuador,Terrestre,Maquinaria,2025-05-09,2025-05-30,18022.65,40764.63,0,A tiempo
5692,China,Perú,Marítimo,Electrónica,2025-07-10,2025-07-20,17264.55,29741.05,5,Retrasado
5693,Alemania,Perú,Aéreo,Textil,2025-09-28,2025-10-24,6116.19,5777.38,0,A tiempo
5694,China,Perú,Aéreo,Químicos,2025-11-16,2025-12-08,2594.62,4303.89,1,A tiempo
5695,Perú,Chile,Aéreo,Alimentos,2025-06-13,2025-07-16,12421.24,7035.3,1,A tiempo
5696,España,Perú,Marítimo,Maquinaria,2025-12-21,2026-01-02,7559.38,15231.96,5,Retrasado
5697,Colombia,Chile,Aéreo,Maquinaria,2025-07-12,2025-07-24,8909.96,18281.02,0,A tiempo
5698,Perú,Chile,Aéreo,Maquinaria,2025-10-17,2025-11-22,7181.63,8778.27,8,Retrasado
5699,México,Ecuador,Terrestre,Textil,2025-01-29,2025-02-07,13478.47,32171.41,7,Retrasado
5700,Brasil,México,Marítimo,Maquinaria,2025-02-03,2025-02-16,5188.4,4660.74,0,A tiempo
5701,Brasil,Chile,Terrestre,Químicos,2025-08-13,2025-08-23,8088.75,12338.11,0,A tiempo
5702,Perú,Ecuador,Terrestre,Químicos,2025-05-21,2025-06-06,5461.65,3358.37,9,Retrasado
5703,España,México,Terrestre,Maquinaria,2025-10-06,2025-11-11,11586.97,28732.6,1,A tiempo
5704,Colombia,Chile,Aéreo,Maquinaria,2025-07-28,2025-08-20,12839.79,24796.56,10,Retrasado
5705,Alemania,Colombia,Terrestre,Alimentos,2025-08-14,2025-08-27,12871.12,20591.78,0,A tiempo
5706,USA,México,Terrestre,Textil,2025-03-03,2025-03-13,13755.94,12281.41,0,A tiempo
5707,USA,México,Marítimo,Electrónica,2025-07-21,2025-08-10,14090.28,30958.4,4,Retrasado
5708,México,Perú,Aéreo,Maquinaria,2025-07-18,2025-08-08,3061.79,5100.12,1,A tiempo
5709,Perú,México,Terrestre,Electrónica,2025-09-27,2025-11-05,10058.79,22455.26,2,A tiempo
5710,Brasil,Colombia,Aéreo,Electrónica,2025-09-14,2025-10-14,9299.46,18802.9,0,A tiempo
5711,Perú,Ecuador,Aéreo,Maquinaria,2025-08-16,2025-09-18,3897.21,8225.23,2,A tiempo
5712,Alemania,Perú,Aéreo,Electrónica,2025-02-28,2025-03-12,11061.6,8732.87,5,Retrasado
5713,Brasil,Ecuador,Terrestre,Químicos,2025-12-20,2026-01-13,1536.77,3212.08,0,A tiempo
5714,Brasil,Chile,Terrestre,Alimentos,2025-08-11,2025-09-14,13277.16,13228.85,0,A tiempo
5715,Perú,México,Aéreo,Textil,2025-03-01,2025-03-15,6555.01,7324.52,0,A tiempo
5716,China,Ecuador,Marítimo,Alimentos,2025-10-21,2025-11-10,3695.94,7745.49,3,A tiempo
5717,USA,Perú,Aéreo,Químicos,2025-02-21,2025-03-06,1350.11,2993.97,3,A tiempo
5718,Alemania,Ecuador,Marítimo,Alimentos,2025-04-09,2025-05-11,1817.15,3473.13,5,Retrasado
5719,México,Ecuador,Terrestre,Electrónica,2025-07-25,2025-08-14,8691.02,6477.9,3,A tiempo
5720,Perú,Ecuador,Aéreo,Electrónica,2025-02-25,2025-03-19,19052.74,21429.25,4,Retrasado
5721,Brasil,Chile,Aéreo,Electrónica,2025-02-01,2025-02-17,5770.99,9899.38,0,A tiempo
5722,Alemania,Perú,Marítimo,Alimentos,2025-09-06,2025-10-11,3826.73,4177.31,2,A tiempo
5723,México,Chile,Aéreo,Alimentos,2025-01-16,2025-02-05,17575.13,20758.82,7,Retrasado
5724,Alemania,Perú,Terrestre,Electrónica,2025-05-08,2025-06-10,86.69,215.71,0,A tiempo
5725,Alemania,México,Marítimo,Químicos,2025-03-31,2025-04-08,14291.06,32687.67,4,Retrasado
5726,Perú,Colombia,Terrestre,Maquinaria,2025-12-08,2025-12-11,2095.81,4041.86,0,A tiempo
5727,Perú,Chile,Marítimo,Textil,2025-07-31,2025-08-04,18469.08,20738.5,11,Retrasado
5728,USA,Chile,Marítimo,Químicos,2025-01-26,2025-02-19,14523.37,24687.16,5,Retrasado
5729,Colombia,Colombia,Marítimo,Electrónica,2025-05-30,2025-06-19,14367.9,12040.92,4,Retrasado
5730,USA,Colombia,Aéreo,Químicos,2025-05-17,2025-06-05,8500.08,17683.93,0,A tiempo
5731,España,Perú,Marítimo,Químicos,2025-02-23,2025-02-24,16056.03,8511.52,0,A tiempo
5732,Alemania,Perú,Marítimo,Alimentos,2025-09-25,2025-10-26,19435.43,30901.53,0,A tiempo
5733,USA,Ecuador,Terrestre,Maquinaria,2025-03-10,2025-03-12,19977.18,48582.97,0,A tiempo
5734,México,Ecuador,Terrestre,Maquinaria,2025-11-06,2025-12-11,6260.28,9404.28,11,Retrasado
5735,México,México,Marítimo,Textil,2025-12-09,2025-12-25,12642.02,13986.23,0,A tiempo
5736,China,Colombia,Aéreo,Alimentos,2025-02-01,2025-02-07,8021.67,13093.27,0,A tiempo
5737,USA,Colombia,Marítimo,Maquinaria,2025-08-30,2025-09-11,10384.32,19293.82,5,Retrasado
5738,Alemania,México,Marítimo,Maquinaria,2025-08-17,2025-09-06,9964.75,11177.44,0,A tiempo
5739,México,Perú,Terrestre,Textil,2025-07-07,2025-08-14,3351.24,1825.84,0,A tiempo
5740,USA,Ecuador,Aéreo,Textil,2025-08-21,2025-09-14,1942.05,4289.06,5,Retrasado
5741,China,Ecuador,Aéreo,Químicos,2025-11-27,2025-11-29,14746.86,24672.99,1,A tiempo
5742,España,Perú,Marítimo,Maquinaria,2025-10-04,2025-10-21,12434.54,15177.6,1,A tiempo
5743,China,Colombia,Aéreo,Alimentos,2025-08-24,2025-09-14,4325.84,7673.21,2,A tiempo
5744,España,Ecuador,Aéreo,Químicos,2025-06-06,2025-07-14,10189.24,22256.62,0,A tiempo
5745,España,Colombia,Terrestre,Electrónica,2025-03-30,2025-04-28,19143.17,17574.12,0,A tiempo
5746,USA,México,Marítimo,Químicos,2025-03-16,2025-04-22,13544.1,19818.08,0,A tiempo
5747,Alemania,Ecuador,Aéreo,Maquinaria,2025-03-21,2025-04-11,9001.12,16427.38,0,A tiempo
5748,España,México,Terrestre,Textil,2025-11-12,2025-11-14,5533.16,8000.21,2,A tiempo
5749,Perú,Colombia,Marítimo,Alimentos,2025-02-13,2025-02-20,8481.1,12639.41,0,A tiempo
5750,Alemania,Colombia,Terrestre,Textil,2025-02-12,2025-02-16,9207.18,8329.14,2,A tiempo
5751,Brasil,México,Terrestre,Electrónica,2025-01-08,2025-01-24,2882.47,3643.45,7,Retrasado
5752,Alemania,Colombia,Marítimo,Electrónica,2025-09-23,2025-10-26,8408.45,5139.82,6,Retrasado
5753,España,Chile,Marítimo,Electrónica,2025-01-02,2025-01-20,10849.48,11165.92,0,A tiempo
5754,México,Ecuador,Aéreo,Alimentos,2025-12-02,2025-12-17,638.16,785.14,9,Retrasado
5755,Colombia,Colombia,Terrestre,Maquinaria,2025-12-21,2026-01-09,861.32,2084.43,0,A tiempo
5756,Perú,Perú,Marítimo,Maquinaria,2025-03-27,2025-04-24,11182.5,26075.8,1,A tiempo
5757,México,Perú,Terrestre,Maquinaria,2025-01-15,2025-01-30,923.36,1941.3,4,Retrasado
5758,Alemania,México,Marítimo,Electrónica,2025-12-18,2026-01-21,9083.77,4623.4,0,A tiempo
5759,España,Perú,Aéreo,Textil,2025-03-18,2025-03-29,18386.69,32677.49,0,A tiempo
5760,España,Colombia,Marítimo,Textil,2025-07-15,2025-08-09,15629.08,36170.73,12,Retrasado
5761,Colombia,Colombia,Marítimo,Químicos,2025-08-25,2025-09-11,19393.04,35905.12,0,A tiempo
5762,Colombia,México,Marítimo,Textil,2025-08-05,2025-08-25,11791.93,21960.43,6,Retrasado
5763,Brasil,Ecuador,Marítimo,Electrónica,2025-11-05,2025-11-12,14304.95,15390.87,0,A tiempo
5764,México,Ecuador,Terrestre,Químicos,2025-06-26,2025-07-09,8541.25,8894.56,0,A tiempo
5765,Brasil,Ecuador,Aéreo,Químicos,2025-07-10,2025-08-12,18643.33,42565.69,2,A tiempo
5766,Alemania,Colombia,Terrestre,Químicos,2025-12-31,2026-01-21,17397.51,13526.72,0,A tiempo
5767,España,Perú,Marítimo,Textil,2025-07-24,2025-08-19,16150.51,11879.17,0,A tiempo
